City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,cranbrook,49.4999,-115.7688,20.91,52,75,0.0,CA,1723606142
83,tsengel,49.4783,100.8894,19.01,54,61,5.85,MN,1723606143
84,papatowai,-46.5619,169.4708,14.97,60,30,3.39,NZ,1723606145
85,mhamid,29.82,-5.72,33.18,18,7,3.2,MA,1723606146
86,san antonio de pale,-1.4014,5.6325,22.64,86,84,4.37,GQ,1723606148
87,vila franca do campo,37.7167,-25.4333,22.23,91,43,1.61,PT,1723606149
88,lethem,3.3803,-59.7968,24.72,79,3,1.9,GY,1723606151
89,xilin hot,43.9667,116.0333,23.7,57,11,2.84,CN,1723606152
90,lauro de freitas,-12.8944,-38.3272,26.01,73,20,3.6,BR,1723606153
91,loikaw,19.6742,97.2094,23.01,88,98,0.71,MM,1723606155
92,nova sintra,14.8667,-24.7167,26.03,86,100,1.45,CV,1723606157
93,rossosh',51.1209,38.5116,12.09,85,24,3.83,RU,1723606158
94,santa eularia des riu,38.9846,1.5341,27.39,85,20,0.51,ES,1723606159
95,tezu,27.9167,96.1667,30.59,68,99,1.52,IN,1723606161
96,isafjordur,66.0755,-23.124,5.34,87,98,2.88,IS,1723606162
97,boa vista,2.8197,-60.6733,24.99,88,20,2.06,BR,1723606164
98,rongelap,11.1635,166.8941,28.18,78,88,7.03,MH,1723606166
99,stanley,54.868,-1.6985,10.44,92,99,2.57,GB,1723606167
100,vadso,70.0744,29.7487,12.49,100,75,1.03,NO,1723606169
101,lihue,21.9789,-159.3672,26.87,71,20,8.23,US,1723606170
102,big stone gap,36.8677,-82.7745,22.38,89,100,1.44,US,1723606172
103,gadzhiyevo,69.2551,33.3362,11.92,70,0,0.46,RU,1723606173
104,kalevala,65.2,31.1667,12.08,87,9,1.59,RU,1723606174
105,valparaiso,-33.0393,-71.6273,14.52,91,100,2.42,CL,1723606176
106,sansepolcro,43.5747,12.143,17.18,87,2,0.36,IT,1723606177
107,invercargill,-46.4,168.35,13.9,83,12,3.58,NZ,1723606179
108,lazaro cardenas,17.9583,-102.2,27.55,80,92,1.8,MX,1723606182
109,chinde,26.8212,87.7095,25.38,86,100,1.04,NP,1723606184
110,atafu village,-8.5421,-172.5159,28.4,74,21,6.27,TK,1723606185
111,santo antonio do ica,-3.1022,-67.9397,25.77,56,93,0.99,BR,1723606186
112,kidal,18.4411,1.4078,28.34,64,98,4.87,ML,1723606188
113,longyearbyen,78.2186,15.6401,10.91,71,75,3.6,SJ,1723606191
114,labytnangi,66.6572,66.4183,11.64,95,100,9.78,RU,1723606192
115,asikkala,61.2167,25.5,17.31,77,100,2.82,FI,1723606076
116,canutama,-6.5339,-64.3831,24.86,42,59,0.77,BR,1723606195
117,canto del llano,8.1761,-80.973,25.37,91,100,1.34,PA,1723606197
118,bangassou,4.7413,22.8184,20.33,98,100,1.09,CF,1723606198
119,olonkinbyen,70.9221,-8.7187,5.86,98,99,6.8,SJ,1723606200
120,ilulissat,69.2167,-51.1,9.01,61,100,2.57,GL,1723606201
121,huinca renanco,-34.8404,-64.3758,9.49,41,4,3.54,AR,1723606205
122,nsanje,-16.92,35.262,18.32,86,0,0.7,MW,1723606206
123,port alfred,-33.5906,26.891,13.99,76,64,4.92,ZA,1723606208
124,coruripe,-10.1256,-36.1756,23.76,77,97,4.48,BR,1723606209
125,mazar-e sharif,36.709,67.1109,38.31,13,0,3.75,AF,1723606211
126,broome,42.2506,-75.833,17.32,91,7,0.45,US,1723606212
127,mollendo,-17.0231,-72.0147,13.99,89,11,2.84,PE,1723606214
128,neftekamsk,56.092,54.2703,12.82,86,81,4.3,RU,1723606215
129,talnakh,69.4865,88.3972,17.67,44,49,3.9,RU,1723606217
130,kalianget,-7.05,113.9333,28.82,61,5,6.62,ID,1723606218
131,tamazunchale,21.2667,-98.7833,22.26,96,92,1.3,MX,1723606220
132,dunedin,-45.8742,170.5036,15.45,47,42,1.34,NZ,1723606221
133,noumea,-22.2763,166.4572,23.33,99,100,7.26,NC,1723606223
134,neya,58.2972,43.8681,12.72,71,84,3.56,RU,1723606224
135,isangel,-19.55,169.2667,26.06,53,75,6.17,VU,1723606225
136,chul'man,56.8479,124.9104,20.03,69,91,3.15,RU,1723606227
137,el haouaria,37.05,11.0144,28.01,80,0,4.72,TN,1723606228
138,fale old settlement,-9.3852,-171.2468,28.1,75,10,5.23,TK,1723606230
139,buka,40.8108,69.1986,34.78,17,2,2.37,UZ,1723606231
140,todos santos,23.45,-110.2167,29.61,78,21,2.61,MX,1723606233
141,sao gabriel da cachoeira,-0.1303,-67.0892,21.77,98,64,0.55,BR,1723606234
142,sergeyevka,53.88,67.4158,18.03,67,44,7.91,KZ,1723606236
143,santa maria,-29.6842,-53.8069,5.61,93,0,1.54,BR,1723605958
144,west island,-12.1568,96.8225,27.99,61,99,8.23,CC,1723606239
145,jaisalmer,26.9147,70.9181,29.13,71,100,5.8,IN,1723606240
146,dwarka,22.2394,68.9678,27.67,82,100,6.67,IN,1723606241
147,nova vicosa,-17.8919,-39.3719,22.13,68,100,5.35,BR,1723606243
148,acarau,-2.8856,-40.12,24.79,80,1,7.25,BR,1723606244
149,suez,29.9737,32.5263,26.21,63,0,3.79,EG,1723606246
150,haiku-pauwela,20.9219,-156.3051,27.32,61,40,7.72,US,1723606247
151,mount pearl,47.5166,-52.7813,12.3,95,100,5.14,CA,1723606249
152,sao martinho,39.5144,-9.1311,19.86,99,17,7.34,PT,1723606250
153,holualoa,19.6228,-155.9522,25.91,89,75,4.63,US,1723606252
154,alaghsas,17.0187,8.0168,25.53,71,100,4.76,NE,1723606253
155,petropavlovsk-kamchatsky,53.0452,158.6483,21.33,60,20,7.0,RU,1723606218
156,linfen,36.0889,111.5189,32.48,42,8,1.06,CN,1723606256
157,zaozersk,69.4005,32.4476,12.76,62,39,0.86,RU,1723606258
158,santana,-0.0583,-51.1817,27.1,78,0,3.6,BR,1723606259
159,saint-pierre,-21.3393,55.4781,19.82,49,0,3.6,RE,1723606261
160,san ignacio de velasco,-16.3667,-60.95,18.62,33,16,1.89,BO,1723606263
161,hadibu,12.65,54.0333,26.38,80,79,9.48,YE,1723606266
162,pathein,16.7833,94.7333,27.25,81,100,3.13,MM,1723606267
163,tazacorte,28.629,-17.9293,22.54,73,100,6.69,ES,1723606269
164,yegorlykskaya,46.5656,40.6562,20.4,50,2,2.03,RU,1723606270
165,bikenibeu village,1.3673,173.1241,30.98,70,40,4.12,KI,1723606273
166,noosa heads,-26.3833,153.15,20.06,81,8,3.82,AU,1723606275
167,palangkaraya,-2.2,113.8333,32.61,48,50,2.47,ID,1723606276
168,gebeit,21.0667,36.3167,29.29,45,37,3.19,SD,1723606278
169,mokhsogollokh,61.4681,128.9203,18.25,31,98,4.11,RU,1723606279
170,savastepe,39.3832,27.6561,17.81,71,0,2.49,TR,1723606281
171,bethanie,-26.4833,17.15,6.73,51,1,0.87,NA,1723606282
172,nadym,65.5333,72.5167,13.47,84,100,10.07,RU,1723606284
173,cockburn town,21.4612,-71.1419,28.53,78,8,9.51,TC,1723606285
174,baker city,44.7749,-117.8344,21.77,44,20,5.66,US,1723606233
175,colonia,50.9333,6.95,21.18,85,0,4.12,DE,1723606288
176,dabola,10.75,-11.1167,20.82,98,100,0.9,GN,1723606291
177,el triunfo,-1.9333,-79.9667,24.02,81,85,2.25,EC,1723606293
178,cidreira,-30.1811,-50.2056,10.81,80,0,5.48,BR,1723606295
179,taylor,32.3001,-99.8337,32.7,40,0,6.17,US,1723606297
180,bel ombre,-4.6167,55.4167,25.91,78,40,6.17,SC,1723606298
181,geraldton,-28.7667,114.6,20.23,64,20,7.2,AU,1723606217
182,akureyri,65.6835,-18.0878,10.96,76,100,3.6,IS,1723606302
183,harstad,68.799,16.5293,18.12,70,17,9.83,NO,1723606303
184,pandan,14.0453,124.1694,31.33,64,100,1.16,PH,1723606305
185,lemoore,36.3008,-119.7829,32.1,27,0,3.6,US,1723606307
186,prince rupert,54.3161,-130.3201,14.83,84,0,2.06,CA,1723606308
187,racine,42.7495,-88.0751,19.47,88,0,1.02,US,1723606310
188,mata-utu,-13.2816,-176.1745,25.43,77,92,11.47,WF,1723606311
189,vila velha,-20.3297,-40.2925,19.41,75,75,3.6,BR,1723606312
190,constantia,44.1833,28.65,21.5,76,0,3.56,RO,1723606314
191,chingirlau,51.095,54.0814,15.67,69,87,6.41,KZ,1723606315
192,pingdingshan,33.7385,113.3012,30.91,63,21,4.92,CN,1723606317
193,castillos,-34.1667,-53.8333,5.43,90,5,2.46,UY,1723606318
194,tidjikja,18.5564,-11.4271,26.95,50,34,8.26,MR,1723606320
195,murzuq,25.9155,13.9184,26.22,57,0,2.97,LY,1723606321
196,igarka,67.4667,86.5833,12.89,66,100,4.46,RU,1723606323
197,ende,-8.8432,121.6623,28.63,51,26,3.41,ID,1723606324
198,la ronge,55.1001,-105.2842,22.14,60,75,3.09,CA,1723606326
199,anadyr,64.75,177.4833,12.28,43,75,8.0,RU,1723606327
200,vilyuchinsk,52.9306,158.4028,22.15,82,13,3.84,RU,1723606329
201,buala,-8.145,159.5921,28.29,79,100,4.18,SB,1723606330
202,ribeira grande,38.5167,-28.7,22.1,90,100,0.89,PT,1723606332
203,bayanhongor,46.7167,100.1167,16.14,45,95,1.9,MN,1723606333
204,fortaleza,-3.7227,-38.5247,27.07,74,75,5.66,BR,1723606335
205,caras,-9.0467,-77.8114,16.22,63,11,1.39,PE,1723606336
206,yichun,47.7,128.9,29.31,48,75,1.32,CN,1723606338
207,kencong,-8.2833,113.3667,29.09,55,17,4.14,ID,1723606339
208,sen monorom,12.45,107.2,29.07,61,60,2.02,KH,1723606340
209,ambovombe,-25.1667,46.0833,18.12,73,0,2.63,MG,1723606342
210,noyabrsk,63.1994,75.4507,18.29,64,100,12.12,RU,1723606343
211,hamilton,39.1834,-84.5333,21.67,77,0,0.0,US,1723606345
212,keflavik,64.0049,-22.5624,8.95,93,100,6.69,IS,1723606346
213,siwa oasis,29.2041,25.5195,27.73,39,0,2.19,EG,1723606348
214,waingapu,-9.6567,120.2641,29.62,45,54,7.29,ID,1723606349
215,aras-asan,8.8908,126.3033,30.67,65,100,3.92,PH,1723606352
216,dhidhdhoo,6.8833,73.1,25.36,86,100,12.64,MV,1723606353
217,rafraf,37.1904,10.1837,29.17,69,2,1.67,TN,1723606355
218,wailua homesteads,22.0669,-159.378,26.53,73,20,8.23,US,1723606356
219,kiunga,-6.1219,141.2906,27.19,78,92,1.89,PG,1723606358
220,brigantine,39.4101,-74.3646,22.23,86,0,0.89,US,1723606359
221,al kharijah,25.4514,30.5464,31.31,29,0,3.41,EG,1723606361
222,saipan,15.1355,145.701,32.39,70,40,4.63,MP,1723606362
223,laguna,38.421,-121.4238,29.19,38,0,3.6,US,1723606235
224,ola,59.5833,151.2833,11.97,93,100,3.29,RU,1723606365
225,coquimbo,-29.9533,-71.3436,12.85,86,100,2.06,CL,1723606368
226,iskateley,67.6803,53.1512,12.35,67,52,7.4,RU,1723606369
227,hithadhoo,-0.6,73.0833,28.06,74,100,8.38,MV,1723606371
228,alpena,45.0617,-83.4327,17.84,97,0,0.45,US,1723606372
229,venado tuerto,-33.7456,-61.9688,10.43,47,0,4.77,AR,1723606374
230,tolanaro,-25.0319,46.9987,17.98,89,19,4.34,MG,1723606375
231,kununurra,-15.7667,128.7333,30.99,20,4,5.14,AU,1723606377
232,nova xavantina,-14.6667,-52.35,20.76,16,3,1.76,BR,1723606378
233,selfoss,63.9331,-20.9971,8.36,86,95,2.32,IS,1723606380
234,waynesboro,38.0685,-78.8895,19.66,86,100,0.0,US,1723606381
235,muheza,-5.1667,38.7833,22.15,83,73,0.85,TZ,1723606384
236,luau,-10.7073,22.2247,16.19,25,5,1.66,AO,1723606386
237,lamu,-2.2717,40.902,24.43,83,10,5.89,KE,1723606387
238,andalgala,-27.5819,-66.3165,13.36,19,0,1.48,AR,1723606389
239,vernon,50.2581,-119.2691,26.63,45,59,1.03,CA,1723606376
240,an nuhud,12.7,28.4333,24.22,74,100,2.47,SD,1723606393
241,peebles,55.6519,-3.1888,10.63,94,85,0.45,GB,1723606394
242,talcahuano,-36.7167,-73.1167,10.82,100,100,2.06,CL,1723606396
243,shalqar,47.8333,59.6,24.33,27,0,6.16,KZ,1723606397
244,port elizabeth,-33.918,25.5701,13.94,83,40,15.95,ZA,1723606399
245,mudgee,-32.5943,149.5871,15.34,97,100,1.54,AU,1723606401
246,kupang,-10.1667,123.5833,34.32,21,20,6.17,ID,1723606402
247,krutinka,56.0055,71.5113,16.35,81,29,6.41,RU,1723606403
248,nantucket,41.2835,-70.0995,19.03,94,0,0.0,US,1723606406
249,marka,1.7159,44.7717,25.02,83,31,7.33,SO,1723606408
250,kiknur,57.3034,47.2011,12.9,86,75,4.66,RU,1723606409
251,chonchi,-42.6128,-73.8092,9.51,98,100,1.22,CL,1723606411
252,sitka,57.0531,-135.33,15.94,63,100,3.6,US,1723606412
253,las lomitas,-24.7096,-60.593,12.91,37,0,2.49,AR,1723606414
254,bayanaul,50.7889,75.6956,21.13,51,3,3.5,KZ,1723606415
255,nizhneangarsk,55.7833,109.55,17.91,76,98,1.78,RU,1723606417
256,mersing,2.4312,103.8405,25.95,94,40,2.06,MY,1723606418
257,talcher,20.95,85.2167,31.45,67,98,0.21,IN,1723606419
258,aasiaat,68.7098,-52.8699,4.3,84,100,2.84,GL,1723606421
259,mont-dore,-22.2833,166.5833,23.33,99,100,5.53,NC,1723606422
260,port macquarie,-31.4333,152.9167,18.83,98,100,1.79,AU,1723606424
261,marau,-28.4492,-52.2,4.16,83,0,1.39,BR,1723606425
262,aswan,24.0934,32.907,33.61,31,0,0.0,EG,1723606428
263,burutu,5.3509,5.5076,24.15,86,86,2.09,NG,1723606430
264,kailua-kona,19.6406,-155.9956,27.98,89,75,4.63,US,1723606431
265,masterton,-40.9597,175.6575,12.71,70,5,0.56,NZ,1723606433
266,atasu,48.6814,71.6433,24.5,39,0,2.34,KZ,1723606434
267,ketchikan,55.3422,-131.6461,19.26,59,40,2.57,US,1723606436
268,teshi old town,5.5836,-0.1072,24.31,94,100,4.12,GH,1723606437
269,enewetak,11.3474,162.3373,28.62,76,55,6.31,MH,1723606439
270,patterson,37.4716,-121.1297,27.86,52,2,1.85,US,1723606442
271,inirida,3.8653,-67.9239,22.74,96,100,0.9,CO,1723606443
272,pahrump,36.2083,-115.9839,32.69,16,0,2.68,US,1723606291
273,hasaki,35.7333,140.8333,36.27,76,0,4.09,JP,1723606446
274,hami,42.8,93.45,31.8,19,0,2.93,CN,1723606448
275,puerto baquerizo moreno,-0.9,-89.6,19.77,82,35,4.06,EC,1723606449
276,tsiombe,-25.3,45.4833,17.72,83,0,1.92,MG,1723606451
277,rantepao,-2.9701,119.8978,26.9,62,59,2.57,ID,1723606452
278,qandala,11.472,49.8728,32.66,53,27,1.86,SO,1723606453
279,newman,37.3138,-121.0208,27.77,52,1,2.06,US,1723606456
280,fort bragg,35.139,-79.006,23.28,82,100,0.45,US,1723606386
281,bardai,11.65,7.2333,20.82,95,100,4.8,NG,1723606459
282,kenai,60.5544,-151.2583,18.34,52,0,3.09,US,1723606461
283,gisborne,-38.6533,178.0042,11.08,68,0,2.92,NZ,1723606462
284,madang,-5.2246,145.7966,29.38,68,90,3.85,PG,1723606464
285,baikonur,45.6167,63.3167,27.65,20,3,2.14,KZ,1723606465
286,kone,-21.0595,164.8658,24.08,51,100,4.77,NC,1723606467
287,scottburgh,-30.2867,30.7532,18.39,79,97,4.29,ZA,1723606468
288,cromer,52.9312,1.2989,19.0,89,100,3.64,GB,1723606470
289,ceeldheer,3.8488,47.1806,24.75,84,60,7.97,SO,1723606471
290,campo verde,-20.4167,-54.0667,12.64,40,84,2.31,BR,1723606473
291,pisco,-13.7,-76.2167,15.03,88,100,2.57,PE,1723606474
292,queenstown,-31.8976,26.8753,9.59,62,16,10.15,ZA,1723606476
293,glace bay,46.1969,-59.957,16.76,97,75,2.57,CA,1723606477
294,pacasmayo,-7.4006,-79.5714,16.12,87,47,3.25,PE,1723606478
295,tura,25.5198,90.2201,28.06,87,96,2.66,IN,1723606480
296,laojunmiao,39.8333,97.7333,20.44,42,99,4.38,CN,1723605920
297,eskisehir,39.7767,30.5206,14.93,82,0,0.0,TR,1723606483
298,arraial do cabo,-22.9661,-42.0278,18.61,57,62,1.7,BR,1723606484
299,polyarnyy,69.1989,33.4478,12.75,60,1,1.13,RU,1723606486
300,sao vicente,-23.9631,-46.3919,14.43,26,2,1.62,BR,1723606488
301,tual,-5.6667,132.75,25.44,83,39,7.54,ID,1723606490
302,argo,37.6333,22.7333,23.77,40,0,2.2,GR,1723606491
303,shani,10.2162,12.062,21.92,95,82,0.44,NG,1723606493
304,opuwo,-18.0607,13.84,14.89,33,0,1.94,NA,1723606494
305,new norfolk,-42.7826,147.0587,18.84,67,79,1.91,AU,1723606496
306,swakopmund,-22.6833,14.5333,11.66,89,1,0.89,NA,1723606497
307,la sarre,48.8002,-79.1996,15.7,81,38,0.72,CA,1723606499
308,abepura,-2.6333,140.5833,31.45,66,40,2.57,ID,1723606500
309,bilajer,40.5681,50.0378,26.9,69,0,3.09,AZ,1723606502
310,elliot lake,46.3834,-82.6331,16.1,78,94,2.2,CA,1723606503
311,popoli,42.1699,13.8308,22.84,74,0,2.07,IT,1723606505
312,revda,56.801,59.9303,11.03,99,100,1.7,RU,1723606507
313,grand falls-windsor,48.9332,-55.6649,10.28,86,100,1.72,CA,1723606508
314,sokcho,38.2083,128.5911,29.34,74,20,2.57,KR,1723606511
315,halifax,44.6453,-63.5724,18.03,94,6,1.34,CA,1723606379
316,san angelo,31.4638,-100.437,33.12,42,0,5.14,US,1723606514
317,al jawf,29.5,38.75,26.45,40,2,3.12,SA,1723606515
318,itaituba,-4.2761,-55.9836,25.09,94,0,1.03,BR,1723606517
319,yelizovo,53.1873,158.3805,22.08,60,20,7.0,RU,1723606518
320,youkounkoun,12.5333,-13.1333,23.74,97,100,3.48,GN,1723606520
321,mao,39.8885,4.2658,24.31,94,0,0.51,ES,1723606521
322,ghat,24.9647,10.1728,29.52,30,70,3.01,LY,1723606523
323,east london,-33.0153,27.9116,14.8,59,68,13.49,ZA,1723606524
324,zubova polyana,54.0771,42.8372,12.88,89,70,3.31,RU,1723606526
325,pedregal,8.3667,-82.4333,26.16,94,75,4.47,PA,1723606527
326,askoy,60.4092,5.226,18.16,94,75,7.72,NO,1723606529
327,aldama,22.9167,-98.0667,26.39,92,7,1.34,MX,1723606530
328,bamboo flat,11.7,92.7167,29.05,89,40,2.57,IN,1723606531
329,nago,26.5881,127.9761,32.86,64,24,2.67,JP,1723606533
330,iquique,-20.2208,-70.1431,15.02,74,0,0.63,CL,1723606446
331,murrells inlet,33.551,-79.0414,25.59,88,80,4.41,US,1723606536
332,carnarvon,-24.8667,113.6333,20.82,55,32,4.83,AU,1723606539
333,hirara,24.8,125.2833,30.92,83,75,4.12,JP,1723606540
334,ar raqqah,35.95,39.0167,28.47,51,0,6.8,SY,1723606542
335,los alamos,35.8881,-106.307,17.43,81,75,0.0,US,1723606543
336,northam,51.0333,-4.2167,17.44,97,79,4.83,GB,1723606545
337,caazapa,-26.15,-56.4,9.4,53,0,1.46,PY,1723606546
338,okhotsk,59.3833,143.3,18.61,83,91,0.99,RU,1723606548
339,chibougamau,49.9168,-74.3659,15.79,77,0,1.54,CA,1723606549
340,alcaniz,41.05,-0.1333,20.36,79,100,6.15,ES,1723606551
341,binh long,11.6512,106.6071,33.08,75,47,2.22,VN,1723606552
342,klyuchi,52.2667,79.1667,25.73,39,54,3.47,RU,1723606554
343,ciudad insurgentes,25.2625,-111.7753,25.27,67,1,5.0,MX,1723606555
344,tazovsky,67.4667,78.7,15.34,63,100,7.12,RU,1723606557
345,el battan,36.8037,9.8442,29.82,52,19,1.49,TN,1723606558
346,polyarnyye zori,67.3661,32.4981,12.76,62,2,0.89,RU,1723606560
347,portland,45.5234,-122.6762,20.6,62,71,0.89,US,1723605787
348,tianpeng,30.9866,103.9393,32.26,57,10,0.83,CN,1723606563
349,muynoq,43.7683,59.0214,28.31,34,0,1.29,UZ,1723606564
350,scarborough,54.2797,-0.4044,13.84,90,100,3.62,GB,1723606269
351,howard springs,-12.497,131.047,29.99,55,8,2.0,AU,1723606568
352,papao,-17.75,-149.55,25.82,79,25,2.48,PF,1723606570
353,port lincoln,-34.7333,135.8667,17.35,61,64,2.56,AU,1723606571
354,zhongxing,33.7039,118.6792,27.68,83,100,2.0,CN,1723606573
355,chitipa,-9.7024,33.2697,13.06,88,0,1.92,MW,1723606574
356,westport,41.1415,-73.3579,21.06,79,0,3.09,US,1723606576
357,edinburg,55.9521,-3.1965,11.83,87,0,3.6,GB,1723606577
358,sur,22.5667,59.5289,30.95,63,61,0.86,OM,1723606579
359,torbat-e jam,35.244,60.6225,31.54,25,0,6.48,IR,1723606580
360,port douglas,-16.4833,145.4667,23.27,63,6,2.14,AU,1723606582
361,nuku'alofa,-21.1333,-175.2,22.19,64,20,4.12,TO,1723606583
362,quellon,-43.1167,-73.6167,8.05,96,100,1.45,CL,1723606585
363,sinabang,2.4803,96.3801,29.47,66,96,0.36,ID,1723606586
364,zeya,53.75,127.2667,30.56,42,0,1.88,RU,1723606587
365,taksimo,56.3444,114.8794,24.16,58,53,1.73,RU,1723606589
366,bellavista,-7.0561,-76.5911,20.58,79,6,0.47,PE,1723606590
